CITY,SCELL,NCELL,PrC2I9,C2I_Mean,std,SampleCount,WeightedC2I
三门峡,15476-129,15294-128,93,3.63,3.64,92,8556
三门峡,15476-129,47438-0,93,0.67,5.58,106,9858
三门峡,15476-129,15479-129,92,-5.23,10.06,158,14536
三门峡,15476-129,15311-128,90,-1.05,7.91,374,33660
三门峡,15476-129,15332-129,83,3.75,5.52,223,18509
三门峡,15476-129,15478-128,81,4,5.64,4143,335583
三门峡,15476-129,253774-2,80,3.55,6.51,236,18880
三门峡,15476-129,253822-1,80,3.74,6.17,312,24960
三门峡,15476-129,15477-130,79,4.35,5.83,149,11771
三门峡,15476-129,15301-129,78,2.97,7.87,626,48828
三门峡,15476-129,15510-130,77,3.94,6.85,102,7854
三门峡,15476-129,15322-129,73,5.56,5.55,504,36792
三门峡,15476-129,253922-2,73,4.43,7.31,56,4088
三门峡,15476-129,259663-0,73,4.95,6.72,240,17520
三门峡,15476-129,47438-1,71,4.43,8.19,187,13277
三门峡,15476-129,124814-2,69,5.02,8.18,130,8970
三门峡,15476-129,15322-128,69,4.75,8.63,204,14076
三门峡,15476-129,47433-1,65,7,5.23,66,4290
三门峡,15476-129,15294-130,63,6.91,6.33,765,48195
三门峡,15476-129,15584-128,60,7.18,6.97,3164,189840
三门峡,15476-129,47434-2,57,7.85,6.78,52,2964
三门峡,15476-129,15311-130,56,8.17,5.25,74075,4148200
三门峡,15476-129,253796-2,56,8.04,6.17,96,5376
三门峡,15476-129,124675-2,55,7.98,8.72,291,16005
三门峡,15476-129,124694-2,53,8.44,6.5,739,39167
三门峡,15476-129,15476-130,52,8.78,5.14,9420,489840
三门峡,15476-129,15477-128,51,8.86,5.4,119381,6088431
三门峡,15476-129,15477-129,45,9.86,6.42,5150,231750
三门峡,15476-129,124809-0,44,10,6.45,172,7568
三门峡,15476-129,15292-130,43,10.19,6.7,288,12384
三门峡,15476-129,259723-1,42,10.26,6.1,24679,1036518
三门峡,15476-129,253769-2,40,10.52,5.78,62,2480
三门峡,15476-129,124814-0,39,11.21,8.05,68,2652
三门峡,15476-129,15318-128,37,10.59,4.89,58,2146
三门峡,15476-129,253821-1,30,11.56,4.87,192,5760
三门峡,15476-129,15318-130,23,12.61,4.78,6788,156124
三门峡,15476-129,253810-2,22,13.18,5.47,10834,238348
三门峡,15476-129,15476-128,20,13.23,5.11,13544,270880
三门峡,15476-129,124813-1,19,14.22,5.96,172,3268
三门峡,15476-129,15587-129,16,14.32,5.41,68,1088
三门峡,15476-129,253894-0,10,16.82,6.15,102,1020
三门峡,15476-129,253798-0,8,16.78,5.45,4355,34840
三门峡,15476-129,47456-0,7,15.71,4.47,69,483
三门峡,15476-129,253940-2,1,18.09,3.62,17038,17038
三门峡,15476-129,259779-1,1,18.76,4.29,66,66
三门峡,15476-129,124817-1,1,22.91,6.12,88,88
三门峡,15476-129,253786-1,0,18.11,2.81,54,0
三门峡,15476-130,15510-129,99,-2.51,4.74,370,36630
三门峡,15476-130,15473-130,99,-1.76,4.59,100,9900
三门峡,15476-130,259713-1,98,-2.5,5.84,80,7840
三门峡,15476-130,273936-129,96,1.32,4.4,136,13056
三门峡,15476-130,7202-129,94,2.79,3.9,134,12596
三门峡,15476-130,253898-0,94,1.69,4.63,799,75106
三门峡,15476-130,253936-2,94,1.54,4.72,892,83848
三门峡,15476-130,259723-0,94,1.09,5.02,2865,269310
三门峡,15476-130,15473-128,93,1.48,5.04,596,55428
三门峡,15476-130,259723-2,92,1.77,5.07,2264,208288
三门峡,15476-130,259782-1,92,1.99,5.05,204,18768
三门峡,15476-130,259723-1,91,-1.04,7.42,30345,2761395
三门峡,15476-130,124816-1,89,2.56,5.27,544,48416
三门峡,15476-130,259597-2,89,2.77,5.04,628,55892
三门峡,15476-130,253938-2,88,2.29,5.64,358,31504
三门峡,15476-130,124816-0,87,3.64,4.84,118,10266
三门峡,15476-130,15511-130,87,3.3,5.03,202,17574
三门峡,15476-130,253803-1,86,3.63,4.88,158,13588
三门峡,15476-130,253785-2,86,2.91,5.58,266,22876
三门峡,15476-130,7202-128,86,4.01,4.63,323,27778
三门峡,15476-130,274161-129,86,2.34,6.12,1353,116358
三门峡,15476-130,259663-0,84,2.23,6.7,4406,370104
三门峡,15476-130,273921-130,83,4.92,4.3,52,4316
三门峡,15476-130,15510-130,82,2.42,7.21,4224,346368
三门峡,15476-130,124816-2,82,4.35,5.11,267,21894
三门峡,15476-130,124808-0,81,4.52,5.11,88,7128
三门峡,15476-130,15121-130,81,3.45,6.29,336,27216
三门峡,15476-130,253780-2,79,4.91,5.04,327,25833
三门峡,15476-130,15583-128,78,3.49,7.27,1897,147966
三门峡,15476-130,7202-130,78,4.42,5.95,154,12012
三门峡,15476-130,259779-1,78,4.51,5.85,1418,110604
三门峡,15476-130,15332-128,78,3.99,6.39,220,17160
三门峡,15476-130,253908-2,77,5.76,4.4,76,5852
三门峡,15476-130,47438-0,77,3.97,6.76,1296,99792
三门峡,15476-130,259713-0,73,4.45,7.28,4312,314776
三门峡,15476-130,253913-0,72,5.26,6.54,734,52848
三门峡,15476-130,259663-2,69,5.66,6.76,1135,78315
三门峡,15476-130,253798-2,65,6.58,6.12,594,38610
三门峡,15476-130,15584-128,64,6.39,7.48,869,55616
三门峡,15476-130,273936-128,64,6.47,7.03,1431,91584
三门峡,15476-130,47434-2,64,6.87,6.14,1485,95040
三门峡,15476-130,253789-1,62,6.52,7.82,1594,98828
三门峡,15476-130,15332-129,61,6.94,7.3,2761,168421
三门峡,15476-130,124694-2,60,7.21,7.4,1212,72720
三门峡,15476-130,253913-1,60,7.49,5.7,74,4440
三门峡,15476-130,253810-2,59,7.31,7.42,2268,133812
三门峡,15476-130,15473-129,54,8.26,6.91,736,39744
三门峡,15476-130,124675-0,49,9.15,7.38,208,10192
三门峡,15476-130,15477-128,48,9.4,6.55,3649,175152
三门峡,15476-130,124676-0,32,12.34,7.11,188,6016
三门峡,15476-130,259598-1,31,12.67,7.26,86,2666
三门峡,15476-130,15292-130,31,12.55,7.01,366,11346
三门峡,15476-130,15587-129,31,12.01,5.92,1328,41168
三门峡,15476-130,253940-2,29,13.26,7.61,160,4640
三门峡,15476-130,15311-130,27,12.7,5.95,3234,87318
三门峡,15476-130,253814-2,26,12.91,6.08,161,4186
三门峡,15476-130,259598-2,25,13.69,6.94,246,6150
三门峡,15476-130,15318-128,25,13.67,6.78,85,2125
三门峡,15476-130,15476-129,23,15.51,8.71,398,9154
三门峡,15476-130,253798-0,14,17.2,7.69,150,2100
三门峡,15476-130,15476-128,4,17.33,4.73,654,2616
三门峡,15479-128,15479-129,89,2.7,5.08,7141,635549
三门峡,15479-128,15479-130,84,3.3,5.8,8310,698040
三门峡,15479-128,15311-129,78,5.56,4.45,6370,496860
三门峡,15479-128,15311-128,77,5.25,4.98,9785,753445
三门峡,15479-128,253917-1,55,8.12,7.12,84,4620
三门峡,15479-128,124814-2,54,8.44,5.98,54,2916
三门峡,15479-128,15318-130,52,8.76,6.19,1598,83096
三门峡,15479-128,259781-0,51,8.91,6.64,448,22848
三门峡,15479-128,47456-0,45,9.79,5.72,202,9090
三门峡,15479-128,15301-129,44,10,6.15,5806,255464
三门峡,15479-128,124675-0,43,10.1,5.92,4722,203046
三门峡,15479-128,253933-1,41,10.61,7.08,56,2296
三门峡,15479-128,124713-0,39,9.58,2.15,62,2418
三门峡,15479-128,15293-130,36,11.11,5.95,126,4536
三门峡,15479-128,15116-130,36,11.31,6.52,278,10008
三门峡,15479-128,15482-128,31,11.36,4.81,95,2945
三门峡,15479-128,15476-129,30,12.13,5.9,90,2700
三门峡,15479-128,253940-2,26,13.16,6.41,982,25532
三门峡,15479-128,47434-2,26,12.14,4.96,184,4784
三门峡,15479-128,124898-1,20,14.98,7.11,718,14360
三门峡,15479-128,238379-0,6,16.65,4.8,530,3180
三门峡,15479-128,7199-128,1,22.06,5.39,180,180
三门峡,15479-128,253786-1,1,17.65,3.95,2218,2218
三门峡,15479-128,124711-2,0,19.92,4.04,1748,0
三门峡,15479-129,253790-0,100,1.25,2.31,126,12600
三门峡,15479-129,15294-130,99,1.99,3.02,2924,289476
三门峡,15479-129,253917-1,99,2.64,2.55,128,12672
三门峡,15479-129,15293-129,96,3.95,2.83,74,7104
三门峡,15479-129,253890-2,96,4.53,2.5,1413,135648
三门峡,15479-129,15116-130,96,2.84,3.44,100,9600
三门峡,15479-129,124713-2,95,2.86,3.67,1574,149530
三门峡,15479-129,15480-130,94,2.94,3.94,224,21056
三门峡,15479-129,253923-1,93,0.21,5.95,56,5208
三门峡,15479-129,124813-0,93,3.04,3.98,358,33294
三门峡,15479-129,15310-128,93,3.9,3.49,2932,272676
三门峡,15479-129,124814-2,92,3.87,3.61,1055,97060
三门峡,15479-129,253900-1,91,0.67,6.13,102,9282
三门峡,15479-129,15114-130,90,2.12,5.39,102,9180
三门峡,15479-129,15294-128,90,5.99,2.34,2208,198720
三门峡,15479-129,15479-130,90,2.86,4.7,22345,2011050
三门峡,15479-129,259782-2,89,3.43,4.55,56,4984
三门峡,15479-129,15496-129,85,4.48,4.31,92,7820
三门峡,15479-129,253912-1,79,5.36,4.57,156,12324
三门峡,15479-129,259775-1,79,4.51,5.56,134,10586
三门峡,15479-129,124676-1,79,4.15,5.93,268,21172
三门峡,15479-129,253772-0,75,5.46,5.35,242,18150
三门峡,15479-129,253790-1,73,4.65,7.14,86,6278
三门峡,15479-129,15114-129,71,5.47,6.4,106,7526
三门峡,15479-129,15479-128,71,6.08,5.15,34062,2418402
三门峡,15479-129,259723-1,65,7.27,4.41,88,5720
三门峡,15479-129,15301-129,61,7.43,5.78,80511,4911171
三门峡,15479-129,15311-128,57,7.9,5.89,30675,1748475
三门峡,15479-129,15513-129,57,8.09,5,4716,268812
三门峡,15479-129,259659-2,57,8.2,4.88,2296,130872
三门峡,15479-129,259782-1,56,8.26,5.19,2015,112840
三门峡,15479-129,259781-0,52,8.59,6.64,1042,54184
三门峡,15479-129,15294-129,49,9.22,6.16,22061,1080989
三门峡,15479-129,253922-0,48,9.43,9.56,84,4032
三门峡,15479-129,15301-130,46,9.68,6.96,4883,224618
三门峡,15479-129,259779-1,44,9.69,4.49,1014,44616
三门峡,15479-129,15477-130,43,10.21,6.93,58,2494
三门峡,15479-129,253934-1,41,10.51,6.93,82,3362
三门峡,15479-129,253913-1,32,10.96,4.29,436,13952
三门峡,15479-129,259598-2,31,12.61,7.37,122,3782
三门峡,15479-129,47434-2,28,12.42,5.88,1074,30072
三门峡,15479-129,15476-129,25,12.01,4.56,2507,62675
三门峡,15479-129,253922-1,22,14.14,6.79,429,9438
三门峡,15479-129,47456-0,19,14.06,5.86,376,7144
三门峡,15479-129,124675-0,18,14.1,5.6,3831,68958
三门峡,15479-129,15322-128,16,14.54,5.57,104,1664
三门峡,15479-129,259778-1,16,13,4.06,58,928
三门峡,15479-129,259779-0,9,16.02,5.13,365,3285
三门峡,15479-129,253798-0,7,22.1,8.82,383,2681
三门峡,15479-129,124711-1,1,19.83,4.38,4221,4221
三门峡,15479-129,15514-129,1,19.62,4.37,84,84
三门峡,15479-129,253786-1,0,18.17,2.14,12940,0
三门峡,15479-129,124711-2,0,18.76,1.57,58,0
三门峡,15479-130,15479-129,99,1.82,2.82,28465,2818035
三门峡,15479-130,15318-129,98,2.58,2.98,1980,194040
三门峡,15479-130,259663-1,91,1.85,5.44,160,14560
三门峡,15479-130,253911-0,90,1.56,5.72,114,10260
三门峡,15479-130,124675-1,90,3.5,4.24,3928,353520
三门峡,15479-130,124678-1,89,4.11,4.02,56,4984
三门峡,15479-130,253810-2,89,1.37,6.31,312,27768
三门峡,15479-130,15477-130,87,3.06,5.22,469,40803
三门峡,15479-130,15478-130,86,3.32,5.22,733,63038
三门峡,15479-130,124809-0,82,3.81,5.58,194,15908
三门峡,15479-130,15480-130,82,4.1,5.44,1956,160392
三门峡,15479-130,15318-128,81,4.93,4.6,1062,86022
三门峡,15479-130,15477-129,75,5.08,5.81,96,7200
三门峡,15479-130,124809-2,74,4.15,7.45,853,63122
三门峡,15479-130,124814-0,72,5.67,5.61,78,5616
三门峡,15479-130,15307-130,72,5.02,6.8,197,14184
三门峡,15479-130,259723-1,66,6.86,5.31,690,45540
三门峡,15479-130,15318-130,65,6.33,6.73,5877,382005
三门峡,15479-130,253922-1,64,6.77,6.41,230,14720
三门峡,15479-130,15311-129,64,7.01,5.53,2738,175232
三门峡,15479-130,15478-129,60,7.67,5.36,108,6480
三门峡,15479-130,259654-1,57,8.26,4.1,78,4446
三门峡,15479-130,124681-2,56,8.09,6.45,70,3920
三门峡,15479-130,124675-0,55,8.07,7.42,14830,815650
三门峡,15479-130,15301-130,54,8.33,6.38,5779,312066
三门峡,15479-130,15322-128,54,8.42,6.11,186,10044
三门峡,15479-130,124809-1,53,8.63,4.57,540,28620
三门峡,15479-130,253920-0,50,8.98,3.84,196,9800
三门峡,15479-130,259781-0,48,9.23,6.05,1906,91488
三门峡,15479-130,124811-2,46,9.51,5.41,102,4692
三门峡,15479-130,47456-0,46,9.54,5.98,350,16100
三门峡,15479-130,15479-128,40,10.83,7.06,48242,1929680
三门峡,15479-130,124713-1,36,9.87,2.37,5693,204948
三门峡,15479-130,15482-128,36,10.87,5.11,154,5544
三门峡,15479-130,253810-0,31,12.3,6.7,80,2480
三门峡,15479-130,259768-0,27,11.53,4.21,72,1944
三门峡,15479-130,253904-1,24,10.77,2.46,362,8688
三门峡,15479-130,15293-130,14,16,6.57,289,4046
三门峡,15479-130,253940-2,12,17.33,7.19,964,11568
三门峡,15479-130,259654-2,10,11.52,1.95,62,620
三门峡,15479-130,238379-0,8,17.11,5.78,338,2704
三门峡,15479-130,253898-0,3,15.25,3.32,193,579
三门峡,15479-130,253923-2,3,11.88,1.56,449,1347
三门峡,15479-130,253786-1,1,18.83,3.96,12422,12422
三门峡,15479-130,124711-1,0,17.92,3.16,76,0
三门峡,15479-130,124711-2,0,18.37,2.1,70,0
三门峡,15480-128,15480-130,83,5.43,3.76,4934,409522
三门峡,15480-128,15293-130,76,6.21,3.93,48,3648
三门峡,15480-128,15301-128,72,6.03,5.04,226,16272
三门峡,15480-128,15480-129,67,6.27,6.32,61769,4138523
三门峡,15480-128,15339-129,64,6.83,5.92,46,2944
三门峡,15480-128,253922-1,51,8.9,6.15,2410,122910
三门峡,15480-128,15481-128,47,9.38,5.23,122,5734
三门峡,15480-128,259781-0,47,9.67,8.19,1538,72286
三门峡,15480-128,15301-130,45,9.76,6.49,70861,3188745
三门峡,15480-128,15322-128,43,9.83,4.86,24,1032
三门峡,15480-128,253940-2,38,11.07,7.02,252,9576
三门峡,15480-128,124681-1,29,12.77,6.75,216,6264
三门峡,15480-128,15307-130,29,12.62,6.58,1578,45762
三门峡,15480-128,124681-2,25,13.54,6.63,4058,101450
三门峡,15480-128,259779-1,15,16,6.76,26,390
三门峡,15480-128,253786-1,6,15.33,4.13,30,180
三门峡,15480-128,253891-0,5,17.53,5.28,38,190
三门峡,15480-128,253789-0,1,13.66,2.1,88,88
三门峡,15480-128,15478-129,1,18.36,3.69,50,50
三门峡,15480-128,15482-129,0,18.53,1.48,68,0
三门峡,15480-129,124811-2,89,3.16,4.67,1158,103062
三门峡,15480-129,124681-1,78,4.77,5.39,484,37752
三门峡,15480-129,47432-0,78,5.25,4.9,1554,121212
三门峡,15480-129,259654-2,77,3.82,6.92,134,10318
三门峡,15480-129,47432-1,76,5.48,4.96,12568,955168
三门峡,15480-129,124678-1,67,6.95,4.57,256,17152
三门峡,15480-129,259781-0,67,6.19,6.24,11992,803464
三门峡,15480-129,15480-128,66,6.44,6.16,79117,5221722
三门峡,15480-129,15481-128,62,7.11,6.14,664,41168
三门峡,15480-129,124681-2,60,7.53,5.85,3952,237120
三门峡,15480-129,15481-130,60,7.64,5.62,14310,858600
三门峡,15480-129,15301-130,57,8.03,5.83,48767,2779719
三门峡,15480-129,124811-0,55,8.3,5.9,1546,85030
三门峡,15480-129,15482-130,55,8.3,5.59,3372,185460
三门峡,15480-129,15481-129,54,8.38,5.95,104,5616
三门峡,15480-129,15307-130,54,8.42,6.46,1860,100440
三门峡,15480-129,15293-130,52,8.75,6.59,2420,125840
三门峡,15480-129,253922-1,49,9.2,6.77,15940,781060
三门峡,15480-129,15480-130,49,9.11,5.27,68040,3333960
三门峡,15480-129,259659-0,44,9.9,5.96,226,9944
三门峡,15480-129,253940-2,43,10.14,6.89,488,20984
三门峡,15480-129,15339-129,25,13.44,6.61,432,10800
三门峡,15480-129,253935-1,14,16.33,6.9,150,2100
三门峡,15480-129,253786-1,10,17.15,6.4,210,2100
三门峡,15480-129,15478-129,0,19.15,3.08,52,0
三门峡,15480-129,15482-129,0,21,3.29,3990,0
三门峡,15480-130,259654-2,90,3.01,4.61,1216,109440
三门峡,15480-130,259659-2,84,4.71,4.23,3334,280056
三门峡,15480-130,15318-128,83,4.4,4.75,4066,337478
三门峡,15480-130,124678-1,82,4.86,4.49,786,64452
三门峡,15480-130,124681-2,80,5.26,4.48,3814,305120
三门峡,15480-130,15478-129,80,3.77,6.26,158,12640
三门峡,15480-130,259659-0,79,5.29,4.55,21075,1664925
三门峡,15480-130,15307-130,79,4.68,5.25,2060,162740
三门峡,15480-130,15480-129,78,5.17,4.86,14312,1116336
三门峡,15480-130,259659-1,76,5.88,4.49,16350,1242600
三门峡,15480-130,47432-2,75,5.49,5.17,1432,107400
三门峡,15480-130,253922-1,74,5.88,4.77,31468,2328632
三门峡,15480-130,124814-1,73,6.62,3.95,316,23068
三门峡,15480-130,259654-1,71,6.16,5.21,462,32802
三门峡,15480-130,47432-1,71,5.72,5.82,42972,3051012
三门峡,15480-130,15480-128,70,5.63,6.54,498,34860
三门峡,15480-130,15329-130,69,6.55,5.07,208,14352
三门峡,15480-130,15301-130,69,6.1,5.72,14680,1012920
三门峡,15480-130,124675-0,67,6.52,5.52,66,4422
三门峡,15480-130,47432-0,67,6.78,5.17,35832,2400744
三门峡,15480-130,15479-130,66,6.77,5.58,3814,251724
三门峡,15480-130,259723-1,65,6.66,6.18,302,19630
三门峡,15480-130,15481-130,62,7.05,6.15,486,30132
三门峡,15480-130,124675-1,56,8.21,5.29,846,47376
三门峡,15480-130,259781-0,55,8.19,6.5,21714,1194270
三门峡,15480-130,15479-129,55,8.29,5.76,1964,108020
三门峡,15480-130,15482-128,53,8.54,6.07,206,10918
三门峡,15480-130,15339-129,51,8.75,8.11,246,12546
三门峡,15480-130,15322-128,50,8.99,6.83,214,10700
三门峡,15480-130,15293-130,49,9.19,6.07,690,33810
三门峡,15480-130,15311-129,49,9.09,6.03,204,9996
三门峡,15480-130,253940-2,39,10.99,7.15,1016,39624
三门峡,15480-130,15482-130,37,11.05,6.18,606,22422
三门峡,15480-130,124811-2,34,12.1,7.54,736,25024
三门峡,15480-130,124811-0,31,12.72,7.63,344,10664
三门峡,15480-130,253786-1,13,15.86,5.97,488,6344
三门峡,15480-130,124817-0,9,18.12,6.74,52,468
三门峡,15480-130,15482-129,8,15.49,4.64,74,592
三门峡,15480-130,238379-0,2,19.22,4.88,258,516
三门峡,15480-130,15292-128,0,23.18,1.86,158,0
三门峡,15483-128,15338-129,90,5.51,2.78,86,7740
三门峡,15483-128,253939-2,80,7.41,1.9,972,77760
三门峡,15483-128,253908-2,72,7.97,1.79,188,13536
三门峡,15483-128,253801-2,70,7.36,3.09,248,17360
三门峡,15483-128,15486-129,64,8.07,2.6,206,13184
三门峡,15483-128,15291-129,61,7.54,5.34,308,18788
三门峡,15483-128,124815-0,57,8.5,2.67,1111,63327
三门峡,15483-128,259658-0,52,8.83,3.46,202,10504
三门峡,15483-128,15338-130,50,8.93,6.66,830,41500
三门峡,15483-128,15113-130,50,8.98,2.74,174,8700
三门峡,15483-128,15295-129,35,10.1,2.78,104,3640
三门峡,15483-128,253790-0,32,10.04,2.17,104,3328
三门峡,15483-128,15483-130,12,17.31,7.04,27193,326316
三门峡,15483-128,15334-129,11,16.73,6.34,60,660
三门峡,15483-128,15483-129,11,15.43,5.24,69837,768207
三门峡,15483-128,15334-130,10,16.24,5.55,28085,280850
三门峡,15483-128,259712-0,5,17.7,5.16,1007,5035
三门峡,15483-128,253891-1,1,14.77,2.45,416,416
三门峡,15483-128,253806-2,0,30.91,3.31,9581,0
三门峡,15483-128,15484-129,0,20.3,2.77,131,0
三门峡,15483-128,253797-2,0,23.78,5.06,3906,0
三门峡,15483-128,253895-1,0,22.74,3.78,188,0
三门峡,15483-128,253894-1,0,19.99,3.01,1402,0
三门峡,15483-128,47470-2,0,27.83,2.82,1460,0
三门峡,15483-129,15483-130,96,3.52,3.12,34742,3335232
三门峡,15483-129,15291-129,94,3.32,3.69,8778,825132
三门峡,15483-129,259712-0,91,4.34,3.41,5186,471926
三门峡,15483-129,259658-0,89,4.47,3.72,2326,207014
三门峡,15483-129,253790-2,88,7.06,1.66,34,2992
三门峡,15483-129,15334-130,85,4.87,3.93,5769,490365
三门峡,15483-129,259712-1,85,6.77,2.19,44,3740
三门峡,15483-129,15334-129,79,6.04,3.65,1738,137302
三门峡,15483-129,15113-128,78,5.98,3.98,232,18096
三门峡,15483-129,15115-128,73,8.24,1.27,42,3066
三门峡,15483-129,259772-0,71,8.12,1.58,50,3550
三门峡,15483-129,124818-1,68,7.52,3.11,2860,194480
三门峡,15483-129,124690-2,47,9.34,4.06,4412,207364
三门峡,15483-129,15483-128,33,12.53,7.81,2020,66660
三门峡,15483-129,15113-129,32,11.61,5.62,132,4224
三门峡,15483-129,124690-0,27,12.28,5.36,158,4266
三门峡,15483-129,259778-1,21,14.6,6.89,50,1050
三门峡,15483-129,15427-128,18,15.84,7.58,176,3168
三门峡,15483-129,253797-2,15,14.38,5.25,344,5160
三门峡,15483-129,124678-0,12,13.28,3.64,64,768
三门峡,15483-130,259712-0,87,4.82,3.66,5672,493464
三门峡,15483-130,259712-1,80,7.16,2.18,102,8160
三门峡,15483-130,15291-129,76,5.61,4.88,11140,846640
三门峡,15483-130,15483-129,72,6.09,4.96,104419,7518168
三门峡,15483-130,259658-0,67,6.95,4.63,3148,210916
三门峡,15483-130,273937-129,60,7.82,4.75,90,5400
三门峡,15483-130,253921-2,56,8.68,2.04,328,18368
三门峡,15483-130,15483-128,55,8.02,8.23,11828,650540
三门峡,15483-130,253797-1,54,8.5,4.59,799,43146
三门峡,15483-130,15113-128,53,8.37,8.11,98,5194
三门峡,15483-130,124923-0,53,8.64,4.6,868,46004
三门峡,15483-130,15295-128,52,8.71,7.6,212,11024
三门峡,15483-130,15334-130,46,9.44,4.48,29848,1373008
三门峡,15483-130,124818-1,42,10.13,5.34,4960,208320
三门峡,15483-130,253939-1,42,10.28,6.07,64,2688
三门峡,15483-130,124690-2,42,10.08,5.08,4630,194460
三门峡,15483-130,124678-2,41,10.15,5.21,3302,135382
三门峡,15483-130,253927-2,40,10,3.93,116,4640
三门峡,15483-130,15295-130,39,10.76,6.34,391,15249
三门峡,15483-130,15334-129,36,10.89,5.18,2777,99972
三门峡,15483-130,253922-2,34,11.01,5.01,236,8024
三门峡,15483-130,253920-2,33,10.49,3.41,180,5940
三门峡,15483-130,15496-130,32,11.66,5.68,112,3584
三门峡,15483-130,15116-129,27,11.51,4.03,244,6588
三门峡,15483-130,253921-1,21,12.12,3.92,294,6174
三门峡,15483-130,15427-128,12,17.31,7,7124,85488
三门峡,15483-130,253940-1,12,18.03,7.72,569,6828
三门峡,15483-130,15484-128,10,16.48,5.91,142,1420
三门峡,15483-130,124686-1,7,19.27,6.82,172,1204
三门峡,15483-130,253820-1,2,13.66,2.29,65,130
三门峡,15483-130,253806-0,2,20.36,5.62,860,1720
三门峡,15484-128,124688-1,97,2.48,3.36,290,28130
三门峡,15484-128,15484-129,88,3.48,4.69,21623,1902824
三门峡,15484-128,273933-128,83,4.64,4.52,510,42330
三门峡,15484-128,15485-130,82,3.7,5.68,208,17056
三门峡,15484-128,124688-0,79,5.27,4.72,946,74734
三门峡,15484-128,259658-1,78,5.26,4.77,3712,289536
三门峡,15484-128,253940-2,77,4.84,5.67,175,13475
三门峡,15484-128,124688-2,76,4.81,6.06,7670,582920
