CITY,SCELL,NCELL,PrC2I9,C2I_Mean,std,SampleCount,WeightedC2I
三门峡,15516-129,253931-1,29,10.54,2.73,52,1508
三门峡,15516-129,253912-0,26,10.8,2.86,98,2548
三门峡,15516-129,15311-128,24,10.57,2.27,56,1344
三门峡,15516-129,253937-1,18,15.24,6.75,92,1656
三门峡,15516-129,124818-2,16,11.37,2.35,456,7296
三门峡,15516-129,259779-1,0,18.67,2.85,66,0
三门峡,15516-130,47468-0,96,0.75,4.8,146,14016
三门峡,15516-130,47468-2,94,-1.15,6.36,190,17860
三门峡,15516-130,47468-1,93,2.08,4.75,219,20367
三门峡,15516-130,253937-0,92,3.17,4.17,308,28336
三门峡,15516-130,253949-0,92,1.92,5.08,492,45264
三门峡,15516-130,124681-0,80,5.17,4.63,764,61120
三门峡,15516-130,259781-2,80,4.28,5.54,346,27680
三门峡,15516-130,253937-1,75,4.98,6.04,18291,1371825
三门峡,15516-130,253950-0,74,6.03,4.62,8188,605912
三门峡,15516-130,259682-0,74,5.06,6.02,108,7992
三门峡,15516-130,124923-1,71,4.81,7.68,6153,436863
三门峡,15516-130,259782-1,70,5.74,6.08,7604,532280
三门峡,15516-130,15514-130,68,5.95,6.44,88,5984
三门峡,15516-130,15115-129,66,6.78,5.33,5904,389664
三门峡,15516-130,15116-129,65,6.9,5.61,1386,90090
三门峡,15516-130,124898-0,64,6.73,6.24,14356,918784
三门峡,15516-130,259682-2,64,6.14,8.23,2044,130816
三门峡,15516-130,253949-2,63,6.74,6.56,3424,215712
三门峡,15516-130,253950-2,63,7.17,5.42,1092,68796
三门峡,15516-130,259781-1,60,7.26,6.96,31509,1890540
三门峡,15516-130,15514-129,59,7.79,5.52,66468,3921612
三门峡,15516-130,15516-128,57,7.94,6.03,101537,5787609
三门峡,15516-130,5660-128,56,8.16,5.88,1118,62608
三门峡,15516-130,259584-1,56,8.17,5.65,55568,3111808
三门峡,15516-130,253915-1,54,8.32,7.53,3052,164808
三门峡,15516-130,253922-1,53,8.6,5.19,566,29998
三门峡,15516-130,253950-1,52,8.75,6.31,94740,4926480
三门峡,15516-130,259781-0,51,8.85,6.17,212,10812
三门峡,15516-130,259761-1,51,8.77,8.3,428,21828
三门峡,15516-130,259682-1,48,9.45,7.84,2868,137664
三门峡,15516-130,124818-1,46,9.23,2.6,256,11776
三门峡,15516-130,273929-130,43,10.07,5.99,37689,1620627
三门峡,15516-130,259584-2,41,10.56,6.88,2950,120950
三门峡,15516-130,259761-2,38,11.19,6.96,268,10184
三门峡,15516-130,259598-1,34,10.28,3.05,64,2176
三门峡,15516-130,124697-1,30,11.91,5.44,88,2640
三门峡,15516-130,7199-128,30,12.34,6.37,1102,33060
三门峡,15516-130,259584-3,24,12.76,5.36,3289,78936
三门峡,15516-130,15329-130,20,12.83,4.46,58,1160
三门峡,15516-130,15516-129,12,14.83,5.02,7281,87372
三门峡,15516-130,124711-1,9,15.13,4.49,104,936
三门峡,15516-130,15294-129,4,16.88,4.47,52,208
三门峡,15516-130,253920-1,3,17.07,4.3,112,336
三门峡,15516-130,253892-0,1,17.89,3.77,160,160
三门峡,15516-130,246706-0,0,21.24,3.82,74,0
三门峡,15592-128,15592-129,77,5.92,4.1,3066,236082
三门峡,15592-128,259584-3,67,6.51,5.52,137923,9240841
三门峡,15592-128,124689-2,67,6.56,5.45,14770,989590
三门峡,15592-128,15329-128,62,7.36,5.38,66,4092
三门峡,15592-128,124893-1,55,8.35,5.26,1118,61490
三门峡,15592-128,11317-128,48,9.26,5.43,778,37344
三门峡,15592-128,124893-2,40,10.73,6.57,3786,151440
三门峡,15592-128,259627-1,33,11.33,5.36,30,990
三门峡,15592-128,124813-1,33,10.75,4.09,16,528
三门峡,15592-128,273929-128,27,12,4.98,24,648
三门峡,15592-128,15334-129,24,13.26,5.97,122,2928
三门峡,15592-128,15513-129,20,12.53,4.21,64,1280
三门峡,15592-128,15427-128,17,14.59,5.89,1234,20978
三门峡,15592-128,259778-2,14,15,5.48,14,196
三门峡,15592-128,253919-2,5,16.38,4.55,42,210
三门峡,15592-128,253909-2,3,16.43,3.92,14,42
三门峡,15592-128,259721-2,3,19.29,5.44,42,126
三门峡,15592-128,15484-128,3,18.52,4.99,92,276
三门峡,15592-128,11429-128,2,19.12,4.78,16,32
三门峡,15592-128,47433-0,0,20.95,4.18,276,0
三门峡,15592-129,259584-3,90,2.61,5,21986,1978740
三门峡,15592-129,15592-128,83,4.22,4.92,724,60092
三门峡,15592-129,47469-0,82,5.24,4.19,3622,297004
三门峡,15592-129,47469-1,73,6.1,4.73,40,2920
三门峡,15592-129,15427-128,61,7.58,5.12,4412,269132
三门峡,15592-129,15514-128,44,9.5,3.2,8,352
三门峡,15592-129,124809-0,40,9.6,2.33,10,400
三门峡,15592-129,124893-1,35,11.27,5.74,2110,73850
三门峡,15592-129,259761-1,26,10.25,1.92,8,208
三门峡,15592-129,124893-2,22,13.19,5.44,180,3960
三门峡,15592-129,253899-1,21,11.15,2.71,26,546
三门峡,15592-129,273929-128,16,13.95,4.93,122,1952
三门峡,15592-129,11317-128,12,15.5,5.59,8,96
三门峡,15592-129,253903-1,10,12.33,2.62,6,60
三门峡,15592-129,124688-2,9,16.5,5.71,40,360
三门峡,15592-129,124818-2,7,13.75,3.27,8,56
三门峡,15592-129,15294-129,4,17.79,4.94,48,192
三门峡,15592-129,15115-130,1,16.48,3.39,42,42
三门峡,15592-129,253940-1,0,15.5,2.5,4,0
三门峡,15592-129,254572-2,0,14,1,4,0
三门峡,238397-0,253898-2,99,0.63,3.5,779,77121
三门峡,238397-0,253930-128,97,2.94,3.34,272,26384
三门峡,238397-0,259775-0,96,3.72,2.98,488,46848
三门峡,238397-0,253906-2,92,4.75,2.97,214,19688
三门峡,238397-0,253904-0,88,4.05,4.27,1886,165968
三门峡,238397-0,259775-1,88,3.22,4.95,244,21472
三门峡,238397-0,253927-1,86,4.22,4.37,17157,1475502
三门峡,238397-0,253930-129,82,4.9,4.47,7404,607128
三门峡,238397-0,253905-1,82,5.35,4.07,80,6560
三门峡,238397-0,15513-128,81,4.75,4.94,29174,2363094
三门峡,238397-0,253914-2,81,5.43,4.09,596,48276
三门峡,238397-0,253927-2,78,5.78,4.16,49594,3868332
三门峡,238397-0,7400-130,77,5.45,4.78,7962,613074
三门峡,238397-0,253934-2,76,5.21,5.25,152,11552
三门峡,238397-0,253927-0,73,5.72,5.3,2732,199436
三门峡,238397-0,7400-128,73,5.92,5,11171,815483
三门峡,238397-0,253901-1,72,5.91,5.18,1734,124848
三门峡,238397-0,253931-1,72,6.07,5.05,2578,185616
三门峡,238397-0,253917-2,72,5.54,5.82,3379,243288
三门峡,238397-0,253904-1,71,6,5.35,13270,942170
三门峡,238397-0,253931-0,71,6.18,5.18,71015,5042065
三门峡,238397-0,15301-129,71,6.09,5.3,8981,637651
三门峡,238397-0,7400-129,71,6.06,5.3,53294,3783874
三门峡,238397-0,253939-0,68,6.32,5.87,82,5576
三门峡,238397-0,259775-2,67,6.7,5.27,5048,338216
三门峡,238397-0,253935-0,66,6.53,5.99,600,39600
三门峡,238397-0,253940-2,66,6.54,5.97,10534,695244
三门峡,238397-0,253904-2,64,7.1,5.19,36106,2310784
三门峡,238397-0,253892-2,64,7.06,5.45,154,9856
三门峡,238397-0,238397-2,63,7.12,5.52,17358,1093554
三门峡,238397-0,253893-0,62,7.42,5.25,8298,514476
三门峡,238397-0,253941-0,60,7.76,4.76,262,15720
三门峡,238397-0,253912-2,59,7.64,5.84,152,8968
三门峡,238397-0,15113-130,58,7.9,5.34,1456,84448
三门峡,238397-0,253908-1,56,8.1,6.09,60,3360
三门峡,238397-0,238397-1,56,8.09,6.37,63787,3572072
三门峡,238397-0,253921-2,47,9.53,6.73,22955,1078885
三门峡,238397-0,5641-129,47,9.42,5.49,828,38916
三门峡,238397-0,253921-0,44,9.91,5.98,64,2816
三门峡,238397-0,253930-130,43,9.85,4.96,614,26402
三门峡,238397-0,253894-0,43,10.39,7.86,504,21672
三门峡,238397-0,15476-128,42,9.95,4.81,628,26376
三门峡,238397-0,253936-2,28,12,5.27,112,3136
三门峡,238397-0,253918-1,20,13.27,5.06,66,1320
三门峡,238397-0,124685-1,14,15.41,5.86,68,952
三门峡,238397-0,47444-1,9,16.76,5.89,90,810
三门峡,238397-0,253780-0,6,14.44,3.5,68,408
三门峡,238397-0,253791-1,5,20.34,6.86,82,410
三门峡,238397-0,5660-128,2,16.18,3.46,198,396
三门峡,238397-0,253795-0,1,26.23,7.64,96,96
三门峡,238397-0,253810-1,1,17.02,3.69,86,86
三门峡,238397-0,15472-129,0,30.33,6.46,270,0
三门峡,238397-0,253905-2,0,23.9,5.47,478,0
三门峡,238397-0,253815-0,0,20.98,4.08,92,0
三门峡,238397-1,253894-2,96,3.15,3.34,2218,212928
三门峡,238397-1,253927-1,95,2.54,3.84,228,21660
三门峡,238397-1,274161-130,94,3.13,3.84,1032,97008
三门峡,238397-1,15113-130,93,3.59,3.72,2228,207204
三门峡,238397-1,7400-129,85,4.25,4.5,460,39100
三门峡,238397-1,253939-1,74,5.7,5.22,114,8436
三门峡,238397-1,15301-129,71,6.34,4.8,875,62125
三门峡,238397-1,259772-2,70,5.98,5.7,1926,134820
三门峡,238397-1,253931-2,66,6.69,5.53,19099,1260534
三门峡,238397-1,253927-2,65,6.67,5.96,61708,4011020
三门峡,238397-1,253931-0,61,7.21,6.2,89818,5478898
三门峡,238397-1,253904-1,56,8.18,5.56,1980,110880
三门峡,238397-1,238397-2,55,8.1,7.16,37509,2062995
三门峡,238397-1,253908-1,54,8.51,5.07,174,9396
三门峡,238397-1,253893-0,52,8.63,6.26,7364,382928
三门峡,238397-1,253904-2,50,8.98,5.54,5960,298000
三门峡,238397-1,253940-2,50,9.04,5.69,1718,85900
三门峡,238397-1,238397-0,50,8.99,7.66,53719,2685950
三门峡,238397-1,253921-2,49,9.23,6.89,17036,834764
三门峡,238397-1,7400-130,49,9.18,6.66,16022,785078
三门峡,238397-1,253894-0,48,9.31,5.35,2252,108096
三门峡,238397-1,253931-1,47,9.45,5.34,1430,67210
三门峡,238397-1,15513-128,44,10,6.3,1432,63008
三门峡,238397-1,5641-129,39,10.51,5.42,1386,54054
三门峡,238397-1,253905-1,32,11.76,5.92,290,9280
三门峡,238397-1,253936-2,30,12.09,5.97,314,9420
三门峡,238397-1,124673-0,9,12.67,2.75,60,540
三门峡,238397-1,253932-0,7,15.62,4.57,52,364
三门峡,238397-1,253795-2,3,18.27,5.02,516,1548
三门峡,238397-1,47438-1,2,16.72,3.67,72,144
三门峡,238397-1,15339-129,1,22.52,5.43,88,88
三门峡,238397-1,253791-0,0,23.5,3.55,72,0
三门峡,238397-1,124694-1,0,24.98,5.29,116,0
三门峡,238397-1,259682-0,0,22.15,3.92,52,0
三门峡,238397-1,15472-128,0,26.96,6.71,150,0
三门峡,238397-2,15301-129,93,2.89,4.06,9567,889731
三门峡,238397-2,253939-1,89,3.5,4.5,712,63368
三门峡,238397-2,253893-2,88,4.51,3.79,12987,1142856
三门峡,238397-2,5641-130,85,4.38,4.45,690,58650
三门峡,238397-2,274161-130,84,4.21,4.73,1103,92652
三门峡,238397-2,5641-129,82,4.52,4.91,53566,4392412
三门峡,238397-2,253939-0,80,5.01,4.74,12844,1027520
三门峡,238397-2,253894-2,80,4.58,5.32,2076,166080
三门峡,238397-2,253917-2,77,5.06,5.22,134,10318
三门峡,238397-2,259778-1,71,6.21,5.02,16611,1179381
三门峡,238397-2,15113-130,70,5.86,6.08,1930,135100
三门峡,238397-2,253893-1,67,7.02,4.46,10158,680586
三门峡,238397-2,253931-2,64,6.68,6.35,3623,231872
三门峡,238397-2,15513-128,63,6.9,6.26,3734,235242
三门峡,238397-2,238397-0,61,7.26,6.42,9664,589504
三门峡,238397-2,253893-0,61,7.19,6.69,122067,7446087
三门峡,238397-2,7400-130,60,7.36,6.25,166390,9983400
三门峡,238397-2,253905-1,58,7.79,6.02,53101,3079858
三门峡,238397-2,253931-0,55,8.2,6.21,1392,76560
三门峡,238397-2,253903-1,55,8.32,4.92,144,7920
三门峡,238397-2,238397-1,49,9.17,7,33875,1659875
三门峡,238397-2,253901-1,47,9.47,5.47,98,4606
三门峡,238397-2,5641-128,42,10.19,5.79,170,7140
三门峡,238397-2,124673-2,38,10.15,3.61,52,1976
三门峡,238397-2,253921-2,37,11.34,6.93,1506,55722
三门峡,238397-2,253890-1,28,11.21,3.72,96,2688
三门峡,238397-2,253904-2,25,13.42,6.51,176,4400
三门峡,238397-2,253927-2,22,12.7,4.71,606,13332
三门峡,238397-2,253796-0,21,11.97,3.68,58,1218
三门峡,238397-2,273933-129,21,12.23,4.04,94,1974
三门峡,238397-2,15478-128,15,13.37,4.13,140,2100
三门峡,238397-2,259772-2,14,15.39,5.8,700,9800
三门峡,238397-2,253923-2,12,15.94,5.9,94,1128
三门峡,238397-2,253930-129,9,15.52,4.85,330,2970
三门峡,238397-2,253910-2,4,17.81,5.18,362,1448
三门峡,238397-2,15306-129,3,19.67,5.51,392,1176
三门峡,238397-2,15310-130,3,21.52,6.39,66,198
三门峡,238397-2,253806-1,1,19.07,4.62,2144,2144
三门峡,238397-2,124675-2,1,21.39,4.92,144,144
三门峡,238397-2,253791-1,0,23.87,3.74,208,0
三门峡,238397-2,5691-128,0,26.04,3.99,148,0
三门峡,238397-2,259782-0,0,25.04,3.41,98,0
三门峡,238397-2,47459-2,0,23.26,3.8,464,0
三门峡,253771-0,47444-1,100,0.05,1.49,270,27000
三门峡,253771-0,47459-0,94,3.15,3.86,1126,105844
三门峡,253771-0,47459-1,91,4.37,3.39,10788,981708
三门峡,253771-0,47459-2,91,3.71,3.89,26870,2445170
三门峡,253771-0,253786-0,89,3.7,4.25,1502,133678
三门峡,253771-0,7401-130,85,4.37,4.45,5232,444720
三门峡,253771-0,124812-0,76,4.99,5.6,458,34808
三门峡,253771-0,15513-128,75,5.53,5.23,1972,147900
三门峡,253771-0,253792-1,71,5.77,5.78,146,10366
三门峡,253771-0,253819-1,69,6.14,5.82,382,26358
三门峡,253771-0,124673-2,69,5.6,6.72,380,26220
三门峡,253771-0,253791-1,66,6.25,6.67,106,6996
三门峡,253771-0,124911-0,64,6.98,5.6,954,61056
三门峡,253771-0,15121-129,63,7.08,5.67,81113,5110119
三门峡,253771-0,15476-128,63,6.85,6.4,42765,2694195
三门峡,253771-0,253786-2,61,7.05,6.72,76,4636
三门峡,253771-0,124812-1,60,7.44,6.26,2248,134880
三门峡,253771-0,124911-1,55,8.14,6.34,8474,466070
三门峡,253771-0,253796-0,55,8.23,6.14,22147,1218085
三门峡,253771-0,15310-128,53,8.58,6.06,11362,602186
三门峡,253771-0,15510-128,53,8.56,5.33,2037,107961
三门峡,253771-0,253771-2,52,8.67,6.28,41713,2169076
三门峡,253771-0,15121-128,51,8.9,6.61,8356,426156
三门峡,253771-0,253786-1,49,9.21,6.24,7220,353780
三门峡,253771-0,15121-130,46,9.65,6.59,43841,2016686
三门峡,253771-0,47443-2,46,9.63,7.03,13510,621460
三门峡,253771-0,15513-130,46,9.59,6.56,938,43148
三门峡,253771-0,253901-2,46,9.65,6.7,1948,89608
三门峡,253771-0,124677-0,42,10.35,6.93,760,31920
三门峡,253771-0,253903-2,37,11.34,7.14,473,17501
三门峡,253771-0,253796-1,34,11.44,5.89,528,17952
三门峡,253771-0,253771-1,31,12.61,7.08,25356,786036
三门峡,253771-0,124812-2,30,12.3,6.16,148,4440
三门峡,253771-0,15125-129,30,12.43,6.4,924,27720
三门峡,253771-0,253912-0,1,16.85,3.31,80,80
三门峡,253771-1,7401-128,85,3.53,5.3,258,21930
三门峡,253771-1,7401-129,79,4.86,5.03,3220,254380
三门峡,253771-1,47459-1,73,6.34,4.44,1542,112566
三门峡,253771-1,15510-128,71,5.73,5.96,300,21300
三门峡,253771-1,274161-130,66,6.61,5.7,244,16104
三门峡,253771-1,7401-130,65,6.65,6.12,68983,4483895
三门峡,253771-1,253903-2,63,7.02,5.94,3028,190764
三门峡,253771-1,15513-128,60,7.49,6.19,9513,570780
三门峡,253771-1,124677-0,58,7.82,6.12,12060,699480
三门峡,253771-1,253771-0,58,7.76,6.35,20626,1196308
三门峡,253771-1,15513-130,56,8.07,6.08,10498,587888
三门峡,253771-1,15121-129,52,8.79,5.57,10086,524472
三门峡,253771-1,47459-2,47,9.56,7.14,9551,448897
三门峡,253771-1,253771-2,46,9.72,6.68,10710,492660
三门峡,253771-1,15125-129,46,9.61,5.91,652,29992
三门峡,253771-1,253901-2,45,9.82,5.96,412,18540
三门峡,253771-1,124812-1,44,9.8,5.39,500,22000
三门峡,253771-1,253796-0,44,9.94,6.53,38456,1692064
三门峡,253771-1,15310-128,43,10.13,6.04,10333,444319
三门峡,253771-1,124818-0,43,10,5.96,230,9890
三门峡,253771-1,15322-130,42,10.38,6.57,1780,74760
三门峡,253771-1,15476-128,42,10.32,6.46,26068,1094856
三门峡,253771-1,47443-2,41,10.32,5.87,42079,1725239
三门峡,253771-1,253796-1,38,10.94,6.52,240,9120
三门峡,253771-1,124911-1,32,12.3,6.95,492,15744
三门峡,253771-1,253786-1,32,11.6,5.46,610,19520
三门峡,253771-1,253939-2,29,12.49,6.43,126,3654
三门峡,253771-1,253906-1,28,10.68,2.82,462,12936
三门峡,253771-1,253822-2,27,10.54,2.48,52,1404
三门峡,253771-1,47433-0,20,16.17,8.67,82,1640
三门峡,253771-1,253791-0,17,12.41,3.64,58,986
三门峡,253771-1,7204-129,13,13.22,3.71,126,1638
三门峡,253771-1,124673-0,9,17.75,6.52,906,8154
三门峡,253771-1,15474-130,8,15.41,4.51,88,704
三门峡,253771-1,15125-128,8,15.21,4.4,58,464
三门峡,253771-1,124677-1,2,16.53,3.67,144,288
三门峡,253771-1,124675-2,1,21.71,5.49,666,666
三门峡,253771-1,253796-2,0,20.68,3.85,260,0
三门峡,253771-1,253932-0,0,19.09,3.58,220,0
三门峡,253771-2,124695-1,99,1.39,3.35,174,17226
三门峡,253771-2,253811-2,93,2.46,4.54,766,71238
三门峡,253771-2,238379-2,92,2.39,4.79,720,66240
三门峡,253771-2,253903-2,89,4.39,3.84,1084,96476
三门峡,253771-2,253806-2,88,4.06,4.18,240,21120
三门峡,253771-2,15121-129,85,4.55,4.31,296,25160
三门峡,253771-2,15125-128,80,4.63,5.23,550,44000
三门峡,253771-2,253806-1,78,5.13,4.91,3316,258648
三门峡,253771-2,124911-2,77,5.3,4.98,1754,135058
三门峡,253771-2,259598-0,77,5.36,4.96,152,11704
三门峡,253771-2,253796-0,76,5.66,4.7,129019,9805444
三门峡,253771-2,253786-1,76,5.66,4.73,64,4864
三门峡,253771-2,253771-0,75,5.86,4.72,36322,2724150
三门峡,253771-2,253821-0,75,5.93,4.63,120,9000
三门峡,253771-2,253791-1,72,5.7,5.72,3238,233136
三门峡,253771-2,253821-1,71,6.02,5.26,790,56090
三门峡,253771-2,15125-130,71,6.01,5.36,3024,214704
三门峡,253771-2,124911-1,70,6.1,5.44,57477,4023390
三门峡,253771-2,259723-0,70,6.25,5.11,114,7980
三门峡,253771-2,253796-1,70,6.06,5.61,56892,3982440
三门峡,253771-2,253796-2,69,6.7,4.68,14942,1030998
三门峡,253771-2,253792-2,68,6.66,5.05,702,47736
三门峡,253771-2,124677-0,68,6.71,4.89,48830,3320440
三门峡,253771-2,259598-2,67,5.87,7.12,90,6030
三门峡,253771-2,253901-2,66,6.62,5.71,242,15972
三门峡,253771-2,253806-0,66,7.27,4.06,706,46596
三门峡,253771-2,15310-130,65,6.61,6.01,88,5720
三门峡,253771-2,15125-129,61,7.48,5.29,20199,1232139
三门峡,253771-2,253771-1,61,7.51,5.14,41115,2508015
三门峡,253771-2,253815-0,60,7.41,6.12,2268,136080
三门峡,253771-2,253811-1,60,7.81,4.88,138,8280
三门峡,253771-2,253815-1,56,8.13,5.42,2816,157696
三门峡,253771-2,124677-2,56,8.13,5.36,11284,631904
三门峡,253771-2,253791-0,55,8.16,7.33,122,6710
三门峡,253771-2,15476-128,53,8.54,5.7,6990,370470
三门峡,253771-2,15310-128,49,9.09,5.94,16272,797328
三门峡,253771-2,47443-2,46,9.6,5.89,5394,248124
三门峡,253771-2,253811-0,45,9.77,6.47,78,3510
三门峡,253771-2,15513-130,42,10.18,6.06,5862,246204
三门峡,253771-2,253819-1,41,10.88,8.36,52,2132
三门峡,253771-2,15512-128,41,10.54,7.16,122,5002
三门峡,253771-2,7401-130,40,10.99,7.59,190,7600
三门峡,253771-2,15510-128,39,10.93,6.62,1646,64194
三门峡,253771-2,124812-1,35,11.58,6.53,144,5040
三门峡,253771-2,124695-2,32,11.66,5.58,148,4736
三门峡,253771-2,253939-2,27,12.58,5.84,66,1782
三门峡,253771-2,15121-130,27,12.9,6.29,1796,48492
三门峡,253771-2,253768-2,26,11.86,4.42,98,2548
三门峡,253771-2,253906-0,25,11.77,4.17,52,1300
三门峡,253771-2,253929-0,21,12.23,3.94,142,2982
三门峡,253771-2,253768-1,14,14.46,5.14,82,1148
三门峡,253771-2,253810-2,14,14.52,5.14,58,812
三门峡,253771-2,253807-0,10,15.75,5.22,64,640
三门峡,253771-2,253824-0,9,16.14,5.3,58,522
三门峡,253771-2,253803-1,8,15.52,4.68,88,704
三门峡,253771-2,124683-2,7,12.48,2.38,62,434
三门峡,253771-2,15121-128,7,17.06,5.43,208,1456
三门峡,253771-2,124675-1,1,19,4.35,186,186
三门峡,253771-2,259713-1,0,19.98,3.76,130,0
三门峡,253786-0,47459-0,92,3.27,4.09,1204,110768
三门峡,253786-0,124812-2,88,4.11,4.25,1130,99440
三门峡,253786-0,47459-2,88,3.55,4.59,6576,578688
三门峡,253786-0,124812-0,85,4.1,4.68,440,37400
三门峡,253786-0,15513-128,70,6.01,5.76,154,10780
三门峡,253786-0,15510-128,67,6.24,6.37,1046,70082
三门峡,253786-0,15121-129,60,7.42,5.98,636,38160
三门峡,253786-0,253819-1,55,8.31,6.09,344,18920
三门峡,253786-0,253901-2,53,8.47,7.47,814,43142
三门峡,253786-0,253771-0,52,8.63,6.53,19808,1030016
三门峡,253786-0,15310-128,51,8.77,7.07,202,10302
三门峡,253786-0,15583-129,50,9.05,7.69,700,35000
三门峡,253786-0,15476-128,47,9.56,6.44,11176,525272
三门峡,253786-0,259654-2,47,9.43,5.02,192,9024
三门峡,253786-0,124812-1,46,9.63,6.55,50028,2301288
三门峡,253786-0,253786-2,43,10.3,7.56,8418,361974
三门峡,253786-0,124673-2,37,10.91,5.55,350,12950
三门峡,253786-0,15121-128,37,11.19,6.43,93601,3463237
三门峡,253786-0,124911-0,36,11.47,7.15,4424,159264
三门峡,253786-0,47443-2,32,12.29,6.87,276,8832
三门峡,253786-0,253786-1,23,13.95,6.85,22280,512440
三门峡,253786-0,253792-1,18,15,6.49,2276,40968
三门峡,253786-0,124912-0,9,16.46,5.6,52,468
三门峡,253786-0,253792-0,9,17.75,6.56,162,1458
三门峡,253786-0,253804-2,9,16.17,5.29,82,738
三门峡,253786-0,259598-2,8,16.22,5.15,256,2048
三门峡,253786-0,15306-128,2,20.13,5.16,60,120
三门峡,253786-0,253928-1,2,19.27,5.23,98,196
三门峡,253786-0,124815-0,0,20.43,4.34,122,0
三门峡,253786-0,253820-2,0,23.95,4.36,152,0
三门峡,253786-0,15290-128,0,23.48,3.33,142,0
三门峡,253786-1,253796-1,95,3.14,3.65,58,5510
三门峡,253786-1,15582-129,94,6.66,1.5,130,12220
三门峡,253786-1,47443-2,81,4.76,4.81,102,8262
三门峡,253786-1,47459-1,75,6,4.4,174,13050
三门峡,253786-1,124911-1,74,5.55,5.34,1486,109964
三门峡,253786-1,15121-128,72,5.93,5.35,138000,9936000
三门峡,253786-1,253901-2,69,6.62,4.88,1506,103914
三门峡,253786-1,15310-128,66,6.57,6.05,304,20064
三门峡,253786-1,253771-0,63,7.18,5.34,14169,892647
三门峡,253786-1,253786-0,61,7.22,6.1,1962,119682
三门峡,253786-1,15121-129,61,7.38,6.07,16398,1000278
三门峡,253786-1,15476-128,60,7.63,5.65,3684,221040
三门峡,253786-1,15121-130,60,7.37,6.16,6251,375060
三门峡,253786-1,124673-2,58,7.95,4.96,1114,64612
三门峡,253786-1,124911-0,56,8.03,6.26,42667,2389352
三门峡,253786-1,253786-2,52,8.64,5.79,3700,192400
三门峡,253786-1,253792-1,49,9.21,5.74,33829,1657621
三门峡,253786-1,253771-2,47,9.66,8.71,436,20492
三门峡,253786-1,253927-2,46,9.28,3.15,80,3680
三门峡,253786-1,253798-2,44,9.78,5.31,144,6336
三门峡,253786-1,47434-2,43,9.84,4.62,136,5848
三门峡,253786-1,124812-1,42,10.16,5.93,8698,365316
三门峡,253786-1,15125-128,38,11.11,6.87,76,2888
三门峡,253786-1,47459-2,31,12.24,6.43,570,17670
三门峡,253786-1,253792-2,31,12.48,6.92,54,1674
三门峡,253786-1,253940-0,22,12.36,4.43,84,1848
三门峡,253786-1,15510-128,21,14.24,6.39,256,5376
三门峡,253786-1,15512-129,5,17.01,4.89,144,720
三门峡,253786-1,253810-2,3,18.03,4.92,72,216
三门峡,253786-1,253810-0,1,18.74,3.87,592,592
三门峡,253786-1,253907-0,0,19.68,3.26,462,0
三门峡,253786-2,5662-130,86,4.81,3.82,8796,756456
三门峡,253786-2,253772-0,84,4.29,4.73,76,6384
三门峡,253786-2,238379-0,84,5.06,3.96,2292,192528
三门峡,253786-2,15513-130,83,5.21,4.01,816,67728
三门峡,253786-2,124812-2,83,4.72,4.49,3584,297472
三门峡,253786-2,253794-2,81,5.39,4.17,56,4536
三门峡,253786-2,253792-2,80,5.02,4.69,5244,419520
三门峡,253786-2,253811-0,80,4.99,4.72,3840,307200
三门峡,253786-2,15583-128,79,5.43,4.37,12304,972016
三门峡,253786-2,253818-1,79,5.33,4.51,3158,249482
三门峡,253786-2,5662-128,79,5.05,4.96,228,18012
三门峡,253786-2,253772-1,76,5.15,5.33,220,16720
三门峡,253786-2,253791-0,76,5.75,4.52,278,21128
三门峡,253786-2,124677-2,73,5.68,5.32,56,4088
三门峡,253786-2,259595-2,73,6.32,4.43,1202,87746
三门峡,253786-2,124912-1,72,5.86,5.27,6716,483552
三门峡,253786-2,253792-1,70,6.36,4.99,8410,588700
三门峡,253786-2,5662-129,69,6.59,4.83,5194,358386
三门峡,253786-2,47434-2,69,6.4,5.29,896,61824
三门峡,253786-2,15583-129,68,6.33,5.72,50701,3447668
三门峡,253786-2,15582-129,68,6.67,4.88,2780,189040
三门峡,253786-2,253804-0,68,6.3,5.91,3080,209440
三门峡,253786-2,253792-0,67,6.5,5.8,21346,1430182
三门峡,253786-2,124694-1,67,6.69,5.35,19980,1338660
三门峡,253786-2,47444-2,67,6.38,5.89,554,37118
三门峡,253786-2,124911-0,65,6.81,5.74,74792,4861480
三门峡,253786-2,253785-1,65,6.69,6.08,72,4680
三门峡,253786-2,124812-1,64,6.92,5.66,80742,5167488
三门峡,253786-2,259723-0,63,7.16,5.63,138,8694
三门峡,253786-2,124694-2,63,7.74,3.68,234,14742
三门峡,253786-2,253821-0,62,7.37,5.39,1134,70308
三门峡,253786-2,15310-128,62,7.31,5.63,1434,88908
三门峡,253786-2,124695-1,61,7.52,5.18,146,8906
三门峡,253786-2,15510-128,60,7.53,5.84,6664,399840
三门峡,253786-2,124912-0,58,7.7,6.14,34607,2007206
三门峡,253786-2,15476-128,58,7.89,5.66,16396,950968
三门峡,253786-2,238379-1,57,7.99,5.78,386,22002
三门峡,253786-2,124912-2,55,8.33,5.08,1934,106370
三门峡,253786-2,253780-1,53,8.46,6.36,56,2968
三门峡,253786-2,253771-0,53,8.51,6.02,2946,156138
三门峡,253786-2,259654-2,51,8.84,4.83,1746,89046
